name,compound_id,charge,pk_d,n_h,n_mg,reference
ATP,metanetx.chemical:MNXM3,-1,3.25845949458,15,1,Du 2018
ATP,metanetx.chemical:MNXM3,-2,3.54447616983,14,1,Du 2018
ATP,metanetx.chemical:MNXM3,-3,3.68341613802,13,1,Du 2018
ATP,metanetx.chemical:MNXM3,-4,5.97599200155,12,1,Du 2018
ATP,metanetx.chemical:MNXM3,-2,2.7879820019,12,2,Du 2018
azelaic acid,metanetx.chemical:MNXM43148,-1,1.21731943813,15,1,Du 2018
azelaic acid,metanetx.chemical:MNXM43148,-2,2.1,14,1,Du 2018
benzoic acid,metanetx.chemical:MNXM217,-1,0.951607574271,5,1,Du 2018
beta-alanine,metanetx.chemical:MNXM144,-1,1.91899566724,6,1,Du 2018
butanoate,metanetx.chemical:MNXM458,-1,1.16233050408,7,1,Du 2018
CDP,metanetx.chemical:MNXM220,-2,2.45673291041,13,1,Du 2018
CDP,metanetx.chemical:MNXM220,-3,4.53509936562,12,1,Du 2018
CDP,metanetx.chemical:MNXM220,-1,1.42836645521,12,2,Du 2018
citrate,metanetx.chemical:MNXM131,-1,1.4214028265,7,1,Du 2018
citrate,metanetx.chemical:MNXM131,-2,2.51745031719,6,1,Du 2018
citrate,metanetx.chemical:MNXM131,-3,4.71,5,1,Du 2018
CMP,metanetx.chemical:MNXM31,-2,2.60673291041,12,1,Du 2018
CTP,metanetx.chemical:MNXM63,-3,3.52259936562,13,1,Du 2018
CTP,metanetx.chemical:MNXM63,-4,5.84846582083,12,1,Du 2018
CTP,metanetx.chemical:MNXM63,-2,2.68923291041,12,2,Du 2018
cytidine,metanetx.chemical:MNXM338,0,2.42,13,1,Du 2018
Cytosine,metanetx.chemical:MNXM761,0,2.08,5,1,Du 2018
Cytosine,metanetx.chemical:MNXM761,-1,2.87836645521,4,1,Du 2018
dCMP,metanetx.chemical:MNXM266,-1,0.898366455207,13,1,Du 2018
dCMP,metanetx.chemical:MNXM266,-2,2.43673291041,12,1,Du 2018
Deoxyguanosine,metanetx.chemical:MNXM647,0,0.35,13,1,Du 2018
Deoxyguanosine,metanetx.chemical:MNXM647,-1,1.36836645521,12,1,Du 2018
"D-fructose 1,6-bisphosphate",metanetx.chemical:MNXM40991,-3,3.31169693202,11,1,Du 2018
"D-fructose 1,6-bisphosphate",metanetx.chemical:MNXM40991,-4,4.87619753176,10,1,Du 2018
D-fructose 6-phosphate,metanetx.chemical:MNXM162235,-2,3.31173291041,11,1,Du 2018
D-gluconate,metanetx.chemical:MNXM341,-1,1.20799466852,11,1,Du 2018
D-glucose 6-phosphate,metanetx.chemical:MNXM160,-2,2.48,11,1,Du 2018
D-glucuronate,metanetx.chemical:MNXM15881,-1,1.03,9,1,Du 2018
D-glutamate,metanetx.chemical:MNXM331,0,1.11427953369,9,1,Du 2018
D-glutamate,metanetx.chemical:MNXM331,-1,2.04724877858,8,1,Du 2018
D-glutamate,metanetx.chemical:MNXM331,-2,3.15143200618,7,1,Du 2018
dGMP,metanetx.chemical:MNXM546,-2,2.66673291041,12,1,Du 2018
diphosphate,metanetx.chemical:MNXM11,-2,2.23427158341,2,1,Du 2018
diphosphate,metanetx.chemical:MNXM11,-3,4.08076867563,1,1,Du 2018
diphosphate,metanetx.chemical:MNXM11,-4,7.04740671424,0,1,Du 2018
diphosphate,metanetx.chemical:MNXM11,-2,3.06772841659,0,2,Du 2018
D-leucine,metanetx.chemical:MNXM8497,-1,3.24304122915,12,1,Du 2018
D-ornithine,metanetx.chemical:MNXM1148,0,1.50696685011,12,1,Du 2018
D-ribose 5-phosphate,metanetx.chemical:MNXM116,-2,2.49673291041,9,1,Du 2018
D-serine,metanetx.chemical:MNXM694,-1,0.48730817628,6,1,Du 2018
dTDP,metanetx.chemical:MNXM152,-3,4.62509936562,13,1,Du 2018
dTMP,metanetx.chemical:MNXM257,-2,2.6509062642,13,1,Du 2018
dTTP,metanetx.chemical:MNXM394,-4,5.94346582083,13,1,Du 2018
flavin-adenine dinucleotide,metanetx.chemical:MNXM33,-2,2.87673291041,31,1,Du 2018
formate,metanetx.chemical:MNXM39,-1,1.02666633963,1,1,Du 2018
GDP,metanetx.chemical:MNXM30,-3,4.94398400557,12,1,Du 2018
glucose 1-phosphate,metanetx.chemical:MNXM89588,-2,2.31918933705,11,1,Du 2018
glutaric acid,metanetx.chemical:MNXM1021,-1,1.02799466852,7,1,Du 2018
glutaric acid,metanetx.chemical:MNXM1021,-2,2.09598933705,6,1,Du 2018
glycerate,metanetx.chemical:MNXM189,-1,1.36799466852,5,1,Du 2018
glycerone phosphate,metanetx.chemical:MNXM77,-2,2.42673291041,5,1,Du 2018
glycine,metanetx.chemical:MNXM29,0,0.89468058332,5,1,Du 2018
glycine,metanetx.chemical:MNXM29,-1,2.80771600309,4,1,Du 2018
glycolate,metanetx.chemical:MNXM222,-1,1.56899566724,3,1,Du 2018
glycylglycine,metanetx.chemical:MNXM4002,-1,1.52304122915,7,1,Du 2018
GTP,metanetx.chemical:MNXM51,-3,3.79379811223,13,1,Du 2018
GTP,metanetx.chemical:MNXM51,-4,5.92216456744,12,1,Du 2018
guanine,metanetx.chemical:MNXM259,-1,3.92836645521,4,1,Du 2018
guanosine,metanetx.chemical:MNXM401,0,2.31,13,1,Du 2018
guanosine,metanetx.chemical:MNXM401,-1,3.17586206897,12,1,Du 2018
guanosine 5 '-phosphate,metanetx.chemical:MNXM113,-2,2.73115195008,12,1,Du 2018
hypoxanthine,metanetx.chemical:MNXM213,0,2.25,4,1,Du 2018
hypoxanthine,metanetx.chemical:MNXM213,-1,4.87336645521,3,1,Du 2018
imidazole,metanetx.chemical:MNXM4262,0,0.13,4,1,Du 2018
IMP,metanetx.chemical:MNXM125,-2,2.45336645521,11,1,Du 2018
isocitrate,metanetx.chemical:MNXM89661,-2,0.956824524217,6,1,Du 2018
isocitrate,metanetx.chemical:MNXM89661,-3,2.71509936562,5,1,Du 2018
ITP,metanetx.chemical:MNXM423,-3,3.58009936562,12,1,Du 2018
ITP,metanetx.chemical:MNXM423,-4,5.89846582083,11,1,Du 2018
keto-oxaloacetate,metanetx.chemical:MNXM46,-1,2.38836645521,3,1,Du 2018
keto-oxaloacetate,metanetx.chemical:MNXM46,-2,7.06462984721,2,1,Du 2018
L-arginine,metanetx.chemical:MNXM70,-1,2.63836645521,13,1,Du 2018
L-asparagine,metanetx.chemical:MNXM147,-1,1.738,7,1,Du 2018
L-aspartate,metanetx.chemical:MNXM42,0,0.828524321823,7,1,Du 2018
L-aspartate,metanetx.chemical:MNXM42,-1,1.39806555097,6,1,Du 2018
L-aspartate,metanetx.chemical:MNXM42,-2,3.48173291041,5,1,Du 2018
L-citrulline,metanetx.chemical:MNXM211,-1,2.08836645521,12,1,Du 2018
L-cysteine,metanetx.chemical:MNXM55,-1,0.201615890015,6,1,Du 2018
L-histidine,metanetx.chemical:MNXM134,-1,3.22836645521,8,1,Du 2018
L-histidine,metanetx.chemical:MNXM134,0,3.30025,9,1,Du 2018
L-isoleusine,metanetx.chemical:MNXM231,-1,2.32771600309,12,1,Du 2018
L-norleucine,metanetx.chemical:MNXM3290,-1,2.37771600309,12,1,Du 2018
L-phenylalanine,metanetx.chemical:MNXM97,-1,2.10771600309,10,1,Du 2018
L-tryptophan,metanetx.chemical:MNXM94,-1,2.44836645521,11,1,Du 2018
L-tyrosine,metanetx.chemical:MNXM76,-1,2.14943017423,10,1,Du 2018
maleate,metanetx.chemical:MNXM1239,-2,2.3,2,1,Du 2018
malonic acid,metanetx.chemical:MNXM477,-1,1.25836645521,3,1,Du 2018
malonic acid,metanetx.chemical:MNXM477,-2,2.90173291041,2,1,Du 2018
Monochloroacetic acid,metanetx.chemical:MNXM1468,-1,0.775548808914,2,1,Du 2018
N-acetyl-L-glycine,metanetx.chemical:MNXM63561,-1,0.865548808914,6,1,Du 2018
NAD,metanetx.chemical:MNXM8,-1,2.12733645521,26,1,Du 2018
NAD,metanetx.chemical:MNXM8,-2,2.25673291041,25,1,Du 2018
NADP,metanetx.chemical:MNXM5,-2,2.63473291041,26,1,Du 2018
NADP,metanetx.chemical:MNXM5,-3,3.56609936562,25,1,Du 2018
N-w-phospho-L-arginine,metanetx.chemical:MNXM3663,-2,2.85450291041,13,1,Du 2018
O-phospho-L-serine,metanetx.chemical:MNXM379,-1,1.79305999127,7,1,Du 2018
O-phospho-L-serine,metanetx.chemical:MNXM379,-2,2.63515334074,6,1,Du 2018
O-phospho-L-serine,metanetx.chemical:MNXM379,-3,3.83314800927,5,1,Du 2018
O-phosphorylethanolamine,metanetx.chemical:MNXM187,-1,1.70528566945,7,1,Du 2018
O-phosphorylethanolamine,metanetx.chemical:MNXM187,-2,2.61571067161,6,1,Du 2018
orotate,metanetx.chemical:MNXM235,0,2.58,4,1,Du 2018
orotate,metanetx.chemical:MNXM235,-1,3.62835583517,3,1,Du 2018
orotidine 5 '-phosphate,metanetx.chemical:MNXM519,-3,3.21509936562,10,1,Du 2018
orotidine 5 '-phosphate,metanetx.chemical:MNXM519,-2,4.37300775182,11,1,Du 2018
orthophospate,metanetx.chemical:MNXM9,-1,1.07771600309,2,1,Du 2018
orthophospate,metanetx.chemical:MNXM9,-2,3.45695031719,1,1,Du 2018
orthophospate,metanetx.chemical:MNXM9,-3,4.65398400557,0,1,Du 2018
o-toluic acid,metanetx.chemical:MNXM6362,-1,1.63,7,1,Du 2018
oxalate-2,metanetx.chemical:MNXM291,-2,3.51599466852,0,1,Du 2018
phenoxyacetate,metanetx.chemical:MNXM20415,-1,1,7,1,Du 2018
phenyl phosphate,metanetx.chemical:MNXM5261,-2,2.38673291041,5,1,Du 2018
phosphocreatine,metanetx.chemical:MNXM90130,-2,2.30073466852,8,1,Du 2018
phosphocreatine,metanetx.chemical:MNXM90130,-3,2.88509936562,7,1,Du 2018
propionate,metanetx.chemical:MNXM356,-1,1.16733050408,5,1,Du 2018
pyridine,metanetx.chemical:MNXM1292,0,0.03,5,1,Du 2018
pyruvate,metanetx.chemical:MNXM23,-1,2.458,3,1,Du 2018
sn-glycerol 3-phosphate,metanetx.chemical:MNXM66,-2,2.57173291041,7,1,Du 2018
suberic acid,metanetx.chemical:MNXM12964,-2,2.1,12,1,Du 2018
succinate,metanetx.chemical:MNXM25,-1,1.13855234855,5,1,Du 2018
succinate,metanetx.chemical:MNXM25,-2,2.27136112373,4,1,Du 2018
thiamine monophosphate,metanetx.chemical:MNXM662,0,0.335,17,1,Du 2018
thiamine monophosphate,metanetx.chemical:MNXM662,-1,3.04836645521,16,1,Du 2018
thiocyanate,metanetx.chemical:MNXM762,-1,-1.54269182372,,1,Du 2018
thymine,metanetx.chemical:MNXM386,-1,3.48836645521,5,1,Du 2018
trimetaphosphate,metanetx.chemical:MNXM3570,-3,2.85254968281,0,1,Du 2018
UDP,metanetx.chemical:MNXM17,-2,2.46173291041,12,1,Du 2018
UDP,metanetx.chemical:MNXM17,-3,4.63009936562,11,1,Du 2018
UMP,metanetx.chemical:MNXM80,-2,2.68636112373,11,1,Du 2018
uracil,metanetx.chemical:MNXM158,-1,3.35836645521,3,1,Du 2018
urea,metanetx.chemical:MNXM117,0,-0.31,4,1,Du 2018
uridine,metanetx.chemical:MNXM288,-1,2.13336645521,11,1,Du 2018
UTP,metanetx.chemical:MNXM121,-2,1.70144740606,13,1,Du 2018
UTP,metanetx.chemical:MNXM121,-3,2.23055743463,12,1,Du 2018
UTP,metanetx.chemical:MNXM121,-4,4.20892388984,11,1,Du 2018
xanthosine,metanetx.chemical:MNXM687,-1,2.65836645521,11,1,Du 2018
(-)-ureidoglycolate,metanetx.chemical:MNXM490,-1,0.247769869369108,5,1,Du 2018
(-)-ureidoglycolate,metanetx.chemical:MNXM490,-2,2.28626058683202,4,1,Du 2018
"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate",metanetx.chemical:MNXM984,-1,0.052756897705979,9,1,Du 2018
"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate",metanetx.chemical:MNXM984,-2,1.76697109952452,8,1,Du 2018
"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate",metanetx.chemical:MNXM984,-3,3.7445643956612,7,1,Du 2018
"(2R,3S)-2,3-dimethylmalate",metanetx.chemical:MNXM9755,-1,0.076439980176694,9,1,Du 2018
"(2R,3S)-2,3-dimethylmalate",metanetx.chemical:MNXM9755,-2,1.84869030697858,8,1,Du 2018
"(3,5-diiodo-4-hydroxyphenyl)lactate",metanetx.chemical:MNXM4322,-1,0.360592775719291,7,1,Du 2018
"(3,5-diiodo-4-hydroxyphenyl)lactate",metanetx.chemical:MNXM4322,-2,1.56486170636127,6,1,Du 2018
"(3,5-diiodo-4-hydroxyphenyl)pyruvate",metanetx.chemical:MNXM2296,-1,1.00624662906594,5,1,Du 2018
"(3,5-diiodo-4-hydroxyphenyl)pyruvate",metanetx.chemical:MNXM2296,-2,2.25813420260672,4,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,1,-2.56439178578359,43,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,0,-1.21940513499837,42,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,-1,0.045418726759593,41,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,-2,0.595911293745004,40,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,-3,3.12710414671764,39,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,-4,4.0097697583697,38,1,Du 2018
(3R)-3-hydroxybutanoyl-CoA,metanetx.chemical:MNXM1058,-5,5.18890372209702,,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,1,-3.09265418403397,47,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,0,-1.67834608677122,46,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,-1,-0.320418635498279,45,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,-2,1.00734627067424,44,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,-3,3.29378161372598,43,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,-4,4.19939548724885,42,1,Du 2018
(3R)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM146686,-5,5.33240930902783,,1,Du 2018
(3R)-fluorooxalacetate,metanetx.chemical:MNXM164225,-1,1.04240278729047,2,1,Du 2018
(3R)-fluorooxalacetate,metanetx.chemical:MNXM164225,-2,2.86894767161435,1,1,Du 2018
(3R)-fluorooxalacetate,metanetx.chemical:MNXM164225,-3,4.03809783012811,0,1,Du 2018
"(3S)-3,6-diaminohexanoate",metanetx.chemical:MNXM1865,1,-1.83118228450325,15,1,Du 2018
"(3S)-3,6-diaminohexanoate",metanetx.chemical:MNXM1865,0,-0.535045290123454,14,1,Du 2018
"(3S)-3,6-diaminohexanoate",metanetx.chemical:MNXM1865,-1,0.796087144896614,13,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,1,-2.60614883673983,47,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,0,-1.23571496722265,46,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,-1,-0.181245745402461,45,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,-2,0.476201920261781,44,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,-3,2.9886706305862,43,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,-4,3.86630778170983,42,1,Du 2018
(3S)-3-hydroxyhexanoyl-CoA,metanetx.chemical:MNXM757,-5,5.01868258050363,,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,1,-2.56750563055559,43,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,0,-1.20059256947905,42,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,-1,0.38588798941932,41,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,-2,0.601865325280595,40,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,-3,3.52789974308711,39,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,-4,4.03038090971851,38,1,Du 2018
(3S)-hydroxybutanoyl-coenzyme A,metanetx.chemical:MNXM446,-5,5.17286583805825,,1,Du 2018
(chloroethyl)phosphonate,metanetx.chemical:MNXM30549,-2,1.33389735714697,4,1,Du 2018
(E)-dihydroxyfumarate,metanetx.chemical:MNXM50852,-1,0.784890440978382,3,1,Du 2018
(E)-dihydroxyfumarate,metanetx.chemical:MNXM50852,-2,2.47914723986314,2,1,Du 2018
(E)-dihydroxyfumarate,metanetx.chemical:MNXM50852,-3,4.04756945504251,1,1,Du 2018
(R)-2-hydroxyglutarate,metanetx.chemical:MNXM267,-1,0.072294668406701,7,1,Du 2018
(R)-2-hydroxyglutarate,metanetx.chemical:MNXM267,-2,2.03078693865545,6,1,Du 2018
(R)-2-methylmalate,metanetx.chemical:MNXM1421,-1,0.195221928763094,7,1,Du 2018
(R)-2-methylmalate,metanetx.chemical:MNXM1421,-2,1.92019406310614,6,1,Du 2018
(R)-3-phosphoglycerate,metanetx.chemical:MNXM126,-1,-0.647449031212425,6,1,Du 2018
(R)-3-phosphoglycerate,metanetx.chemical:MNXM126,-2,1.20763805488973,5,1,Du 2018
(R)-5-diphosphomevalonate,metanetx.chemical:MNXM689,-1,-1.0360712691012,13,1,Du 2018
(R)-5-diphosphomevalonate,metanetx.chemical:MNXM689,-2,0.865715194603173,12,1,Du 2018
(R)-5-diphosphomevalonate,metanetx.chemical:MNXM689,-3,2.8011150046827,11,1,Du 2018
(R)-5-diphosphomevalonate,metanetx.chemical:MNXM689,-4,5.36518239934714,10,1,Du 2018
(R)-5-phosphomevalonate,metanetx.chemical:MNXM567,-1,-0.963626584775974,12,1,Du 2018
(R)-5-phosphomevalonate,metanetx.chemical:MNXM567,-2,1.01237648824182,11,1,Du 2018
(R)-5-phosphomevalonate,metanetx.chemical:MNXM567,-3,3.38422255877925,10,1,Du 2018
(R)-malate,metanetx.chemical:MNXM1608,-1,0.081120061698212,5,1,Du 2018
(R)-malate,metanetx.chemical:MNXM1608,-2,1.89670574183558,4,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,1,-3.55991253037709,41,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,0,-2.29585181262425,40,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,-1,-0.161460291350373,39,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,-2,-0.035309826920061,38,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,-3,2.51966023561032,37,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,-4,5.09238878707311,36,1,Du 2018
(R)-methylmalonyl-CoA,metanetx.chemical:MNXM608,-5,5.66179203781105,35,1,Du 2018
(R)-pantoate,metanetx.chemical:MNXM593,-1,0.150481965293705,11,1,Du 2018
(R)-S-lactoylglutathione,metanetx.chemical:MNXM1253,0,-0.883626450831862,21,1,Du 2018
(R)-S-lactoylglutathione,metanetx.chemical:MNXM1253,-1,0.486539310483077,20,1,Du 2018
(R)-S-lactoylglutathione,metanetx.chemical:MNXM1253,-2,1.75531553095164,19,1,Du 2018
(R)-S-lactoylglutathione,metanetx.chemical:MNXM1253,-3,3.73446877492362,18,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,1,-3.53656771771289,41,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,0,-2.30550865437773,40,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,-1,-0.61708178420347,39,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,-2,0.125846478611425,38,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,-3,2.46257332133463,37,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,-4,5.18976087541471,36,1,Du 2018
"(R,S)-malyl-CoA",metanetx.chemical:MNXM1611,-5,5.97460666540747,35,1,Du 2018
(S)-2-methylmalate,metanetx.chemical:MNXM1236,-1,0.195221928763094,7,1,Du 2018
(S)-2-methylmalate,metanetx.chemical:MNXM1236,-2,1.92019406310614,6,1,Du 2018
(S)-5-amino-3-oxohexanoate,metanetx.chemical:MNXM2894,0,-0.861484657449626,11,1,Du 2018
(S)-5-amino-3-oxohexanoate,metanetx.chemical:MNXM2894,-1,0.409346012767162,10,1,Du 2018
(S)-dihydroorotate,metanetx.chemical:MNXM252,-2,3.58878207445315,,1,Du 2018
(S)-dihydroorotate,metanetx.chemical:MNXM252,-1,1.59259579060687,5,1,Du 2018
(S)-lactate,metanetx.chemical:MNXM179,-1,0.280822682468715,5,1,Du 2018
(S)-malate,metanetx.chemical:MNXM98,-1,0.0281203578999,5,1,Du 2018
(S)-malate,metanetx.chemical:MNXM98,-2,1.83770842620063,4,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,1,-3.58513684770669,41,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,0,-2.32190606465163,40,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,-1,0.065797009830637,39,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,-2,0.003471720601616,38,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,-3,2.09367538909867,37,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,-4,4.72960097321625,36,1,Du 2018
(S)-methylmalonyl-CoA,metanetx.chemical:MNXM81312,-5,5.72797954392642,35,1,Du 2018
(S)-proline,metanetx.chemical:MNXM114,0,-0.365072898172738,9,1,Du 2018
(S)-proline,metanetx.chemical:MNXM114,-1,0.982663190646769,8,1,Du 2018
(Z)-phosphoenolbutyrate,metanetx.chemical:MNXM36658,-1,-0.642004407497014,6,1,Du 2018
(Z)-phosphoenolbutyrate,metanetx.chemical:MNXM36658,-2,1.1972468563877,5,1,Du 2018
(Z)-phosphoenolbutyrate,metanetx.chemical:MNXM36658,-3,3.73831538881365,4,1,Du 2018
trehalose 6-phosphate,metanetx.chemical:MNXM448,-1,-1.07173412158598,22,1,Du 2018
trehalose 6-phosphate,metanetx.chemical:MNXM448,-2,1.3131275517481,21,1,Du 2018
trehalose 6-phosphate,metanetx.chemical:MNXM448,-3,2.60057889604628,20,1,Du 2018
trehalose 6-phosphate,metanetx.chemical:MNXM448,-4,3.56617152177394,19,1,Du 2018
trehalose 6-phosphate,metanetx.chemical:MNXM448,-5,5.06573922559634,18,1,Du 2018
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,metanetx.chemical:MNXM507,0,-1.15117754851645,14,1,Du 2018
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,metanetx.chemical:MNXM507,-1,0.449357521808601,13,1,Du 2018
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,metanetx.chemical:MNXM507,-2,2.74982928299332,12,1,Du 2018
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,metanetx.chemical:MNXM507,-3,3.92629480560217,11,1,Du 2018
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,metanetx.chemical:MNXM507,-4,5.30095474851941,10,1,Du 2018
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,metanetx.chemical:MNXM365,0,-1.24398368658682,15,1,Du 2018
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,metanetx.chemical:MNXM365,-1,-0.111554977497261,14,1,Du 2018
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,metanetx.chemical:MNXM365,-2,2.07116902926225,13,1,Du 2018
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,metanetx.chemical:MNXM365,-3,3.32261204546865,12,1,Du 2018
