name,compound_id,charge,pk_d,n_h,n_mg,reference
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,metanetx.chemical:MNXM456,0,-1.04610387941546,15,1,Du 2018
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,metanetx.chemical:MNXM456,-1,0.02322869605741,14,1,Du 2018
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,metanetx.chemical:MNXM456,-2,2.32586408003735,13,1,Du 2018
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,metanetx.chemical:MNXM456,-3,3.25635634690026,12,1,Du 2018
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,metanetx.chemical:MNXM456,-4,5.20005989463363,11,1,Du 2018
1-(indol-3-yl)glycerol 3-phosphate,metanetx.chemical:MNXM32736,-1,-0.251846811542549,13,1,Du 2018
1-(indol-3-yl)glycerol 3-phosphate,metanetx.chemical:MNXM32736,-2,1.9334951126171,12,1,Du 2018
10-formyltetrahydrofolate,metanetx.chemical:MNXM237,-2,2.62235867422004,21,1,Du 2018
10-formyltetrahydrofolate,metanetx.chemical:MNXM237,-3,4.34231112149981,20,1,Du 2018
10-formyltetrahydrofolate,metanetx.chemical:MNXM237,-1,1.12927611124673,22,1,Du 2018
15-oxo-prostaglandin E1,metanetx.chemical:MNXM3139,-1,0.151318538006332,31,1,Du 2018
15-oxo-prostaglandin E2,metanetx.chemical:MNXM1619,-1,0.493628512800124,29,1,Du 2018
1-dodecanoic acid,metanetx.chemical:MNXM402,-1,-0.126036096605352,23,1,Du 2018
1-naphthyl phosphate,metanetx.chemical:MNXM150076,-1,-0.617494517922375,8,1,Du 2018
1-naphthyl phosphate,metanetx.chemical:MNXM150076,-2,1.6413232336968,7,1,Du 2018
1-phospho--D-glucuronate,metanetx.chemical:MNXM1165,-1,-0.489833312440534,10,1,Du 2018
1-phospho--D-glucuronate,metanetx.chemical:MNXM1165,-2,1.3592633754788,9,1,Du 2018
1-phospho--D-glucuronate,metanetx.chemical:MNXM1165,-3,3.97934832418584,8,1,Du 2018
1-phospho--D-glucuronate,metanetx.chemical:MNXM1165,-4,5.03410385618857,7,1,Du 2018
"2,2'-iminodipropanoate",metanetx.chemical:MNXM4264,0,-0.556637956676574,11,1,Du 2018
"2,2'-iminodipropanoate",metanetx.chemical:MNXM4264,-1,1.00879711322433,10,1,Du 2018
"2,2'-iminodipropanoate",metanetx.chemical:MNXM4264,-2,2.52853548190743,9,1,Du 2018
"2,3-Bisphosphoglycerate",metanetx.chemical:MNXM95025,-1,-1.10386069351598,7,1,Du 2018
"2,3-Bisphosphoglycerate",metanetx.chemical:MNXM95025,-2,-0.026549474309632,6,1,Du 2018
"2,3-Bisphosphoglycerate",metanetx.chemical:MNXM95025,-3,1.93058167429184,5,1,Du 2018
"2,3-Bisphosphoglycerate",metanetx.chemical:MNXM95025,-4,4.67895242071747,4,1,Du 2018
"2,3-Bisphosphoglycerate",metanetx.chemical:MNXM95025,-5,7.41488858227925,3,1,Du 2018
"2,3-dihydroxybenzoic acid",metanetx.chemical:MNXM455,-1,0.215751171871184,5,1,Du 2018
"2,3-dihydroxybenzoic acid",metanetx.chemical:MNXM455,-2,1.15956257182361,4,1,Du 2018
"2,3-dimethylmalate",metanetx.chemical:MNXM722926,-1,-0.040689060001268,9,1,Du 2018
"2,3-dimethylmalate",metanetx.chemical:MNXM722926,-2,1.85556710731776,8,1,Du 2018
"2,4-diaminopentanoate",metanetx.chemical:MNXM114160,1,-1.56795470139498,13,1,Du 2018
"2,4-diaminopentanoate",metanetx.chemical:MNXM114160,0,-0.456450280584489,12,1,Du 2018
"2,4-diaminopentanoate",metanetx.chemical:MNXM114160,-1,0.879495472260103,11,1,Du 2018
"2,4-Dichlorobenzoate",metanetx.chemical:MNXM9763,-1,-0.343166046653755,3,1,Du 2018
"2,4-dihydroxybutanoate",metanetx.chemical:MNXM34520,-1,0.021989256037166,7,1,Du 2018
"2,5-Dichlorobenzoate",metanetx.chemical:MNXM14140,-1,-0.421990484298129,3,1,Du 2018
"2,5-dihydro-5-oxofuran-2-acetate",metanetx.chemical:MNXM1104,-1,0.563525570802096,5,1,Du 2018
"2,5-dihydro-5-oxofuran-2-acetate",metanetx.chemical:MNXM1104,-2,1.69624034565234,4,1,Du 2018
"2,5-diketo-D-gluconate",metanetx.chemical:MNXM936,-2,1.73252744990023,6,1,Du 2018
"2,5-diketo-D-gluconate",metanetx.chemical:MNXM936,-1,0.506871036015046,7,1,Du 2018
"2,6-Dichlorobenzoate",metanetx.chemical:MNXM34598,-1,-0.296990720848132,3,1,Du 2018
2-amino-2-deoxyisochorismate,metanetx.chemical:MNXM2042,0,-0.252200162929422,11,1,Du 2018
2-amino-2-deoxyisochorismate,metanetx.chemical:MNXM2042,-1,1.38963055206822,10,1,Du 2018
2-amino-2-deoxyisochorismate,metanetx.chemical:MNXM2042,-2,2.90540330921186,9,1,Du 2018
2-amino-4-oxopentanoate,metanetx.chemical:MNXM1625,0,-0.731187809696787,9,1,Du 2018
2-amino-4-oxopentanoate,metanetx.chemical:MNXM1625,-1,0.624391320265262,8,1,Du 2018
2-aminobenzoic acid,metanetx.chemical:MNXM188,-1,0.224575670277469,6,1,Du 2018
2-Bromobenzoate,metanetx.chemical:MNXM14207,-1,0.212700658710413,4,1,Du 2018
2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,metanetx.chemical:MNXM1219,-1,-0.721361228542757,12,1,Du 2018
2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,metanetx.chemical:MNXM1219,-2,0.982219258165895,11,1,Du 2018
2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,metanetx.chemical:MNXM1219,-3,3.46424803947745,10,1,Du 2018
2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,metanetx.chemical:MNXM1219,-4,4.71335598840032,9,1,Du 2018
2-dehydro-3-deoxy-D-fuconate,metanetx.chemical:MNXM3459,-1,0.167652929901293,9,1,Du 2018
2-dehydro-3-deoxy-D-galactonate 6-phosphate,metanetx.chemical:MNXM90136,-1,-0.556968101459569,10,1,Du 2018
2-dehydro-3-deoxy-D-galactonate 6-phosphate,metanetx.chemical:MNXM90136,-2,1.09705948808387,9,1,Du 2018
2-dehydro-3-deoxy-D-galactonate 6-phosphate,metanetx.chemical:MNXM90136,-3,3.46259081689103,8,1,Du 2018
2-dehydro-3-deoxy-L-pentonate,metanetx.chemical:MNXM1209,-1,0.321101832574454,7,1,Du 2018
2-dehydropantoate,metanetx.chemical:MNXM959,-1,0.480388987277157,9,1,Du 2018
2-deoxy-3-dehydro-D-gluconate,metanetx.chemical:MNXM3482,-1,0.015706759017629,9,1,Du 2018
2-deoxy-3-dehydro-D-gluconate,metanetx.chemical:MNXM3482,-2,1.05206841406883,8,1,Du 2018
2-deoxy-D-gluconate,metanetx.chemical:MNXM3460,-1,-0.227553831444558,11,1,Du 2018
2-deoxy-D-gluconate,metanetx.chemical:MNXM3460,-2,0.735216468065513,10,1,Du 2018
2-deoxy--D-ribose 1-phosphate,metanetx.chemical:MNXM789,-1,-0.879062146335605,10,1,Du 2018
2-deoxy--D-ribose 1-phosphate,metanetx.chemical:MNXM789,-2,1.55397000510053,9,1,Du 2018
2-Fluorobenzoate,metanetx.chemical:MNXM5462,-1,0.116785276199903,4,1,Du 2018
2-hydroxy-3-oxopropanoate,metanetx.chemical:MNXM475,-1,0.338249948852094,3,1,Du 2018
2-hydroxy-3-oxopropanoate,metanetx.chemical:MNXM475,-2,1.40643209245086,2,1,Du 2018
2-Hydroxy-5-chlorobenzoate,metanetx.chemical:MNXM14854,-1,-0.207482418295779,4,1,Du 2018
2-Hydroxy-5-chlorobenzoate,metanetx.chemical:MNXM14854,-2,0.884670777490042,3,1,Du 2018
2-hydroxybutanoate,metanetx.chemical:MNXM4968,-1,0.110848782321128,7,1,Du 2018
2-hydroxydecanoic acid,metanetx.chemical:MNXM35106,-1,0.045086863527722,19,1,Du 2018
2-hydroxyethyl phosphate,metanetx.chemical:MNXM52821,-1,-0.757860462359845,6,1,Du 2018
2-hydroxyethyl phosphate,metanetx.chemical:MNXM52821,-2,1.51685805119667,5,1,Du 2018
2-hydroxyheptanoic acid,metanetx.chemical:MNXM35108,-1,0.056332237397317,13,1,Du 2018
2-hydroxyhexanoic acid,metanetx.chemical:MNXM14259,-1,0.078626353995203,11,1,Du 2018
2-hydroxymethylserine,metanetx.chemical:MNXM56902,0,-0.460400221925291,9,1,Du 2018
2-hydroxymethylserine,metanetx.chemical:MNXM56902,-1,0.910265323448,8,1,Du 2018
2-hydroxynonanoic acid,metanetx.chemical:MNXM35111,-1,-0.010608366457129,17,1,Du 2018
2-hydroxyoctanoic acid,metanetx.chemical:MNXM18604,-1,0.05112900892148,15,1,Du 2018
2-hydroxypentanoic acid,metanetx.chemical:MNXM14267,-1,0.132569916128986,9,1,Du 2018
2-Iodobenzoate,metanetx.chemical:MNXM14271,-1,0.245944638578886,4,1,Du 2018
2-keto-L-gulonate,metanetx.chemical:MNXM2177,-1,0.276211956758374,9,1,Du 2018
2-keto-L-gulonate,metanetx.chemical:MNXM2177,-2,1.38717061750695,8,1,Du 2018
2-methyl-3-oxopropanoate,metanetx.chemical:MNXM305,-1,0.071934770297532,5,1,Du 2018
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,metanetx.chemical:MNXM1135,0,-0.897075239506812,11,1,Du 2018
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,metanetx.chemical:MNXM1135,-1,0.922971260643039,10,1,Du 2018
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,metanetx.chemical:MNXM1135,-2,2.32207829699481,9,1,Du 2018
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,metanetx.chemical:MNXM1135,-3,4.30044390072332,8,1,Du 2018
2-methyleneglutarate,metanetx.chemical:MNXM1796,-1,-0.064475135633474,7,1,Du 2018
2-methyleneglutarate,metanetx.chemical:MNXM1796,-2,1.96786984032689,6,1,Du 2018
2-methylfumarate,metanetx.chemical:MNXM1241,-1,-0.119838452142016,5,1,Du 2018
2-methylfumarate,metanetx.chemical:MNXM1241,-2,1.71183636887149,4,1,Du 2018
2-methylmaleate,metanetx.chemical:MNXM2356,-1,-0.096730039917098,5,1,Du 2018
2-methylmaleate,metanetx.chemical:MNXM2356,-2,1.74336848073022,4,1,Du 2018
2-methylserine,metanetx.chemical:MNXM480607,0,-0.657119656563589,9,1,Du 2018
2-methylserine,metanetx.chemical:MNXM480607,-1,0.685092127562993,8,1,Du 2018
2-oxo-3-deoxy-D-gluconate,metanetx.chemical:MNXM440,-1,0.272680810853676,9,1,Du 2018
2-oxo-3-hydroxybutanedioic acid,metanetx.chemical:MNXM523,-1,0.827744789292329,3,1,Du 2018
2-oxo-3-hydroxybutanedioic acid,metanetx.chemical:MNXM523,-2,2.73652030151422,2,1,Du 2018
2-oxo-3-hydroxybutanedioic acid,metanetx.chemical:MNXM523,-3,4.08660291710803,1,1,Du 2018
2-oxo-3-hydroxysuccinate,metanetx.chemical:MNXM523,-1,0.827744789292329,3,1,Du 2018
2-oxo-3-hydroxysuccinate,metanetx.chemical:MNXM523,-2,2.73652030151422,2,1,Du 2018
2-oxo-3-hydroxysuccinate,metanetx.chemical:MNXM523,-3,4.08660291710803,1,1,Du 2018
2-oxo-4-methiolbutyrate,metanetx.chemical:MNXM276,-1,-0.264715004283903,7,1,Du 2018
2-oxoadipate,metanetx.chemical:MNXM263,-1,0.313454416998935,7,1,Du 2018
2-oxoadipate,metanetx.chemical:MNXM263,-2,2.23865100647467,6,1,Du 2018
2-oxobutanoate,metanetx.chemical:MNXM159,-1,0.563123288608001,5,1,Du 2018
2-oxo-D-gluconate,metanetx.chemical:MNXM582,-1,0.236208857615106,9,1,Du 2018
2-oxo-D-gluconate,metanetx.chemical:MNXM582,-2,1.34639434552541,8,1,Du 2018
2-oxoglutaramate,metanetx.chemical:MNXM575,-1,0.559946286328598,6,1,Du 2018
2-oxoglutarate,metanetx.chemical:MNXM20,-1,0.25037526191012,5,1,Du 2018
2-oxoglutarate,metanetx.chemical:MNXM20,-2,2.31383943251033,4,1,Du 2018
2-oxoisovalerate,metanetx.chemical:MNXM238,-1,0.545579665494948,7,1,Du 2018
2-oxovalerate,metanetx.chemical:MNXM4302,-1,0.391965923998642,7,1,Du 2018
2-phospho-D-glycerate,metanetx.chemical:MNXM275,-1,-0.698588858906552,6,1,Du 2018
2-phospho-D-glycerate,metanetx.chemical:MNXM275,-2,1.03034677303799,5,1,Du 2018
2-phosphonoacetaldehyde,metanetx.chemical:MNXM803,-2,1.85052188387634,3,1,Du 2018
2-thienylacetic acid,metanetx.chemical:MNXM86969,-1,-0.114764926896054,5,1,Du 2018
3-(imidazol-4-yl)-2-oxopropyl phosphate,metanetx.chemical:MNXM1456,0,-0.545743020108745,9,1,Du 2018
3-(imidazol-4-yl)-2-oxopropyl phosphate,metanetx.chemical:MNXM1456,-1,1.99294845421786,8,1,Du 2018
3-(imidazol-4-yl)-2-oxopropyl phosphate,metanetx.chemical:MNXM1456,-2,3.86134233003623,7,1,Du 2018
3-(imidazol-4-yl)-2-oxopropyl phosphate,metanetx.chemical:MNXM1456,-3,6.6250171952394,6,1,Du 2018
"3,4,5-trihydroxybenzoate",metanetx.chemical:MNXM670,-2,1.19239450907638,4,1,Du 2018
"3,4,5-trihydroxybenzoate",metanetx.chemical:MNXM670,-3,2.38812196209387,3,1,Du 2018
"3,4-Dichlorobenzoate",metanetx.chemical:MNXM14472,-1,-0.242459175738423,3,1,Du 2018
3-aminobenzoic acid,metanetx.chemical:MNXM14522,-1,0.200298196594936,6,1,Du 2018
3-Chlorobenzoate,metanetx.chemical:MNXM4328,-1,-0.243932702182966,4,1,Du 2018
3'-CMP,metanetx.chemical:MNXM2182,-1,-0.206819445605024,13,1,Du 2018
3'-CMP,metanetx.chemical:MNXM2182,-2,2.10986578646387,12,1,Du 2018
3'-CMP,metanetx.chemical:MNXM2182,-3,3.3009291640762,11,1,Du 2018
3-dehydrocarnitine,metanetx.chemical:MNXM1637,0,-0.748269312083706,13,1,Du 2018
3-dehydroquinate,metanetx.chemical:MNXM478,-1,0.513859979260786,9,1,Du 2018
3-dehydroquinate,metanetx.chemical:MNXM478,-2,1.62789433844,8,1,Du 2018
3-dehydroshikimate,metanetx.chemical:MNXM611,-1,0.506879856127217,7,1,Du 2018
3-dehydroshikimate,metanetx.chemical:MNXM611,-2,1.60445576914905,6,1,Du 2018
3'-dephospho-CoA,metanetx.chemical:MNXM481,-2,0.470986823426298,33,1,Du 2018
3'-dephospho-CoA,metanetx.chemical:MNXM481,-3,1.8110354504508,32,1,Du 2018
3'-dephospho-CoA,metanetx.chemical:MNXM481,-4,2.96060652900573,,1,Du 2018
3'-dephospho-CoA,metanetx.chemical:MNXM481,-5,3.99763990886501,,1,Du 2018
3-Fluorobenzoate,metanetx.chemical:MNXM6797,-1,0.229516420526114,4,1,Du 2018
3-hydroxy-2-methylpropanoate,metanetx.chemical:MNXM396,-1,-0.031575127207851,7,1,Du 2018
3-hydroxy-4-methylbenzoic acid,metanetx.chemical:MNXM163182,-1,0.165579544168461,7,1,Du 2018
3-hydroxy-4-methylbenzoic acid,metanetx.chemical:MNXM163182,-2,1.25423325676147,6,1,Du 2018
3-hydroxyanthranilic acid,metanetx.chemical:MNXM359,0,-0.979928093905229,7,1,Du 2018
3-hydroxyanthranilic acid,metanetx.chemical:MNXM359,-1,0.231488724718739,6,1,Du 2018
3-hydroxyanthranilic acid,metanetx.chemical:MNXM359,-2,1.36693189390731,5,1,Du 2018
3-hydroxybenzoic acid,metanetx.chemical:MNXM737,-2,1.11891131157122,4,1,Du 2018
3-hydroxypropanoate,metanetx.chemical:MNXM872,-1,-0.046769758884102,5,1,Du 2018
3-hydroxypropyl phosphate,metanetx.chemical:MNXM36550,-1,-0.896339064730812,8,1,Du 2018
3-hydroxypropyl phosphate,metanetx.chemical:MNXM36550,-2,1.58018578771913,7,1,Du 2018
3-methylbenzoic acid,metanetx.chemical:MNXM4661,-1,0.005234764622306,7,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,1,-2.09577511867303,41,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,1,-2.45204117067593,41,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,0,-1.09360246702049,40,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,0,-0.736790044392707,40,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-1,0.045660712326768,39,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-1,0.408906718349051,39,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-2,2.66870939715775,38,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-2,1.79206473403468,38,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-3,3.60073948506796,37,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-3,4.25368097177285,37,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-4,4.89112454634731,36,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-4,4.50928673969748,36,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-5,6.10214573607705,,1,Du 2018
3-oxobutanoyl-CoA,metanetx.chemical:MNXM133,-5,6.36112951066027,,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,1,-2.37341559114893,45,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,1,-2.25269394724745,45,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,0,-1.05220069839897,44,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,0,-1.01483512112372,44,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-1,0.094460749444371,43,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-1,0.338813515740472,43,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-2,1.80182481629608,42,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-2,1.879848772373,42,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-3,4.13622483110679,41,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-3,4.15130829799061,41,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-4,5.02994211545948,40,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-4,5.05354764944246,40,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-5,5.45975317380614,,1,Du 2018
3-oxohexanoyl-CoA,metanetx.chemical:MNXM717,-5,6.53594850358596,,1,Du 2018
3-oxo-L-threonate,metanetx.chemical:MNXM3483,-1,0.389304621111087,5,1,Du 2018
3-oxo-L-threonate,metanetx.chemical:MNXM3483,-2,1.58507842827438,4,1,Du 2018
3-oxopropanoate,metanetx.chemical:MNXM244,-1,0.146328664771876,3,1,Du 2018
3-phenylpropanoic acid,metanetx.chemical:MNXM1403,-1,-0.084102480674727,9,1,Du 2018
3'-phosphoadenylylsulfate,metanetx.chemical:MNXM49,0,-2.04555650107222,,1,Du 2018
3'-phosphoadenylylsulfate,metanetx.chemical:MNXM49,-1,-0.714909810974889,14,1,Du 2018
3'-phosphoadenylylsulfate,metanetx.chemical:MNXM49,-2,0.675321433954062,13,1,Du 2018
3'-phosphoadenylylsulfate,metanetx.chemical:MNXM49,-3,3.33743849517706,12,1,Du 2018
3'-phosphoadenylylsulfate,metanetx.chemical:MNXM49,-4,4.45090289087063,11,1,Du 2018
3'-phosphoadenylylsulfate,metanetx.chemical:MNXM49,-5,5.81284766823469,10,1,Du 2018
3-phospho-D-glyceroyl phosphate,metanetx.chemical:MNXM261,-1,-0.863100123264408,7,1,Du 2018
3-phospho-D-glyceroyl phosphate,metanetx.chemical:MNXM261,-2,1.56505929898079,6,1,Du 2018
3-phospho-D-glyceroyl phosphate,metanetx.chemical:MNXM261,-3,3.94520405360062,5,1,Du 2018
3-phospho-D-glyceroyl phosphate,metanetx.chemical:MNXM261,-4,5.26855447842674,4,1,Du 2018
3-phospho-D-glyceroyl phosphate,metanetx.chemical:MNXM261,-5,6.83126460769164,3,1,Du 2018
3-phosphonooxypyruvate,metanetx.chemical:MNXM541,-1,-0.155675827517028,4,1,Du 2018
3-phosphonooxypyruvate,metanetx.chemical:MNXM541,-2,1.34248741816395,3,1,Du 2018
3-phosphonooxypyruvate,metanetx.chemical:MNXM541,-3,4.07717219502181,2,1,Du 2018
3-phosphonopyruvate,metanetx.chemical:MNXM1215,-2,1.6151445029072,3,1,Du 2018
3-phosphonopyruvate,metanetx.chemical:MNXM1215,-3,4.00189430525814,2,1,Du 2018
3-ureidopropanoic acid,metanetx.chemical:MNXM802,-1,-0.065941654569397,7,1,Du 2018
4-(trimethylammonio)but-2-enoate,metanetx.chemical:MNXM1607,0,-1.05502172245243,13,1,Du 2018
"4,5-dihydro-4-oxo-5-imidazolepropanoate",metanetx.chemical:MNXM551,-2,3.10763543274444,6,1,Du 2018
"4,5-dihydro-4-oxo-5-imidazolepropanoate",metanetx.chemical:MNXM551,-1,1.90966538118863,7,1,Du 2018
4-amino-4-deoxychorismate,metanetx.chemical:MNXM1458,0,-0.110280928026612,11,1,Du 2018
4-amino-4-deoxychorismate,metanetx.chemical:MNXM1458,-1,1.4889772838202,10,1,Du 2018
4-amino-4-deoxychorismate,metanetx.chemical:MNXM1458,-2,2.67221722987567,9,1,Du 2018
4-aminobenzoic acid,metanetx.chemical:MNXM421,-1,0.100385026560333,6,1,Du 2018
4-aminobutanoate,metanetx.chemical:MNXM192,0,-0.781675195354751,9,1,Du 2018
4-aminobutanoate,metanetx.chemical:MNXM192,-1,0.562114860526995,8,1,Du 2018
4-Chlorobenzoate,metanetx.chemical:MNXM1459,-1,-0.14026393178328,4,1,Du 2018
4-Fluorobenzoate,metanetx.chemical:MNXM6107,-1,0.134929624730944,4,1,Du 2018
4-hydroxy-2-oxoglutarate,metanetx.chemical:MNXM894,-1,0.334320933736106,5,1,Du 2018
4-hydroxy-2-oxoglutarate,metanetx.chemical:MNXM894,-2,2.34690871390259,4,1,Du 2018
4-hydroxybenzoic acid,metanetx.chemical:MNXM164,-1,0.005172954593994,5,1,Du 2018
4-hydroxybenzoic acid,metanetx.chemical:MNXM164,-2,1.16776524775871,4,1,Du 2018
4-hydroxybenzoic acid adenylate,metanetx.chemical:MNXM146972,0,0.503351770076521,18,1,Du 2018
4-hydroxybenzoic acid adenylate,metanetx.chemical:MNXM146972,-1,1.49987259519341,17,1,Du 2018
4-hydroxybenzoic acid adenylate,metanetx.chemical:MNXM146972,-2,2.82885410409657,16,1,Du 2018
4-hydroxybenzoic acid adenylate,metanetx.chemical:MNXM146972,-3,3.65064697332498,15,1,Du 2018
4-hydroxybutanoate,metanetx.chemical:MNXM514,-1,-0.017560112538802,7,1,Du 2018
4-hydroxyphenylpyruvate,metanetx.chemical:MNXM153,-1,0.782437337905246,7,1,Du 2018
4-hydroxyphenylpyruvate,metanetx.chemical:MNXM153,-2,1.82921747788014,6,1,Du 2018
4-Iodobenzoate,metanetx.chemical:MNXM37572,-1,0.145175400808907,4,1,Du 2018
4-methyl-2-oxopentanooate,metanetx.chemical:MNXM404,-1,0.479762380307807,9,1,Du 2018
4-methyl-5-(2-phosphonoxyethyl)-thiazole,metanetx.chemical:MNXM960,0,-1.85883689998318,10,1,Du 2018
4-methyl-5-(2-phosphonoxyethyl)-thiazole,metanetx.chemical:MNXM960,-1,-0.636206171073788,9,1,Du 2018
4-methyl-5-(2-phosphonoxyethyl)-thiazole,metanetx.chemical:MNXM960,-2,1.76722546095423,8,1,Du 2018
4-nitrophenyl phosphate,metanetx.chemical:MNXM3867,-1,-0.329171916911771,5,1,Du 2018
4-oxobutanoate,metanetx.chemical:MNXM172,-1,0.176352711236028,5,1,Du 2018
4-phenylbutanoic acid,metanetx.chemical:MNXM101990,-1,0.031406251869881,11,1,Du 2018
4-phospho-L-aspartate,metanetx.chemical:MNXM1177,0,-0.095738778395452,8,1,Du 2018
4-phospho-L-aspartate,metanetx.chemical:MNXM1177,-1,1.74235082908413,7,1,Du 2018
4-phospho-L-aspartate,metanetx.chemical:MNXM1177,-2,2.56955622051593,6,1,Du 2018
4-phospho-L-aspartate,metanetx.chemical:MNXM1177,-3,4.22566109805528,5,1,Du 2018
"5,10-methenyltetrahydrofolate",metanetx.chemical:MNXM511,0,0.76985177634393,21,1,Du 2018
"5,10-methenyltetrahydrofolate",metanetx.chemical:MNXM511,-1,2.32432505324354,20,1,Du 2018
"5,10-methenyltetrahydrofolate",metanetx.chemical:MNXM511,-2,3.96800912083627,19,1,Du 2018
"5,10-methylenetetrahydrofolate",metanetx.chemical:MNXM183,-2,2.86734263152845,21,1,Du 2018
"5,10-methylenetetrahydrofolate",metanetx.chemical:MNXM183,-3,4.71898926544093,20,1,Du 2018
"5,10-methylenetetrahydrofolate",metanetx.chemical:MNXM183,-1,1.32118335134258,22,1,Du 2018
"5,6,7,8-tetrahydrofolate",metanetx.chemical:MNXM79,0,0.247836297133636,23,1,Du 2018
"5,6,7,8-tetrahydrofolate",metanetx.chemical:MNXM79,-2,2.93338415526905,21,1,Du 2018
"5,6,7,8-tetrahydrofolate",metanetx.chemical:MNXM79,-3,4.66201320545963,20,1,Du 2018
"5,6,7,8-tetrahydrofolate",metanetx.chemical:MNXM79,-1,1.24042765818228,22,1,Du 2018
5-formiminotetrahydrofolate,metanetx.chemical:MNXM915,0,0.562939632725415,24,1,Du 2018
5-formiminotetrahydrofolate,metanetx.chemical:MNXM915,-1,1.91954853994493,23,1,Du 2018
5-formiminotetrahydrofolate,metanetx.chemical:MNXM915,-2,3.51114928795804,22,1,Du 2018
5-formiminotetrahydrofolate,metanetx.chemical:MNXM915,-3,5.42764876709582,21,1,Du 2018
5-methyltetrahydrofolate,metanetx.chemical:MNXM318,1,-1.03213695680446,26,1,Du 2018
5-methyltetrahydrofolate,metanetx.chemical:MNXM318,0,0.412921591019486,25,1,Du 2018
5-methyltetrahydrofolate,metanetx.chemical:MNXM318,-2,2.84724382078923,23,1,Du 2018
5-methyltetrahydrofolate,metanetx.chemical:MNXM318,-3,4.82508773483058,22,1,Du 2018
5-methyltetrahydrofolate,metanetx.chemical:MNXM318,-1,1.43385181167843,24,1,Du 2018
5-methylthio-D-ribose 1-phosphate,metanetx.chemical:MNXM407,-1,-1.22657307047066,12,1,Du 2018
5-methylthio-D-ribose 1-phosphate,metanetx.chemical:MNXM407,-2,0.973161313774738,11,1,Du 2018
5-methylthio-D-ribose 1-phosphate,metanetx.chemical:MNXM407,-3,2.28615000917502,10,1,Du 2018
5-oxo-D-proline,metanetx.chemical:MNXM3511,-1,0.693362764786444,6,1,Du 2018
5-oxo-D-proline,metanetx.chemical:MNXM3511,-2,2.08588227383042,,1,Du 2018
5-phospho--D-ribose 1-diphosphate,metanetx.chemical:MNXM91,-1,-1.25508974408562,12,1,Du 2018
5-phospho--D-ribose 1-diphosphate,metanetx.chemical:MNXM91,-2,0.939112503712496,11,1,Du 2018
5-phospho--D-ribose 1-diphosphate,metanetx.chemical:MNXM91,-6,9.09856290568106,7,1,Du 2018
6-aminopenicillanic acid,metanetx.chemical:MNXM2495,0,-0.72758358282805,12,1,Du 2018
6-aminopenicillanic acid,metanetx.chemical:MNXM2495,-1,0.723183496874853,11,1,Du 2018
